Engine,No. of Cylinders,Drive Type,Transmission,Fuel Type,Engine Type,Valves Per Cylinder,Power
1086 cc,4.0,FWD,Manual,CNG,,3.0,58 bhp
1998 cc,4.0,4WD,Automatic,Petrol,xDrive28i Petrol Engine,4.0,245 bhp
,,FWD,Automatic,Electric,,,165 bhp
1956 cc,4.0,4X4,Automatic,Diesel,2.0-Litre 4-Cyl Multijet II Engine,4.0,170 bhp
1991 cc,4.0,RWD,Automatic,Petrol,In-Line Engine,4.0,184 bhp
1950 cc,4.0,FWD,Automatic,Diesel,,4.0,187.74 bhp
1996 cc,4.0,2WD,Automatic,Diesel,Diesel 2.0 Turbo,4.0,160.77 bhp
1997 cc,4.0,4WD,Manual,Petrol,mStallion 150 TGDi,4.0,150.19 bhp
1798 cc,4.0,FWD,Manual,Petrol,2ZR-FE Gasoline 4Cylinder,4.0,138 bhp
2755 cc,4.0,RWD,Automatic,Diesel,1-GD FTV Engine,4.0,174.5 bhp
1999 cc,4.0,4WD,Automatic,Petrol,Si4 Petrol Engine,4.0,237 bhp
1498 cc,4.0,FWD,Manual,Petrol,1.5 L HR15 Petrol,4.0,104.55 bhp
998 cc,3.0,FWD,Manual,CNG,K10B Engine,4.0,58.2 bhp
1482 cc,4.0,FWD,Manual,Petrol,1.5L Turbo GDi Petrol,4.0,157.57 bhp
2184 cc,4.0,4X4,Automatic,Diesel,mHawk 130 Engine,4.0,130 bhp
998 cc,3.0,FWD,Automatic,Petrol,K10B,4.0,67.05 bhp
1496 cc,4.0,RWD,Automatic,Petrol,OM654M,4.0,201.15 bhp
799 cc,3.0,FWD,Manual,Petrol,Petrol Engine,4.0,54 bhp
1199 cc,3.0,FWD,Automatic,Petrol,1.2 l Revotron,4.0,87 bhp
1199 cc,3.0,FWD,Manual,CNG,1.2L Revotron,4.0,74.47 bhp
1086 cc,4.0,FWD,Manual,CNG,1.1 L Bi-Fuel,3.0,59.18 bhp
2179 cc,4.0,4WD,Automatic,Diesel,TD4 Diesel Engine,4.0,147.5 bhp
2993 cc,6.0,AWD,Automatic,Diesel,Diesel Engine,4.0,301.73 bhp
1997 cc,4.0,AWD,Automatic,Petrol,Petrol Engine,4.0,246.74 bhp
1997 cc,4.0,RWD,Automatic,Petrol,mStallion (TGDi),4.0,200 bhp
2199 cc,4.0,4WD,Automatic,Diesel,CRDi Diesel Engine,4.0,194.3 bhp
1462 cc,4.0,FWD,Manual,CNG,K15C,4.0,86.63 bhp
2499 cc,4.0,4x2,Manual,Diesel,Variable Geometric Turbo Intercooled,4.0,77.77 bhp
1199 cc,3.0,FWD,Manual,Petrol,1.2L Turbocharged Revotron,4.0,118.27 bhp
1498 cc,4.0,FWD,Manual,Diesel,Diesel Engine,4.0,108.6 bhp
1995 cc,4.0,,Automatic,Petrol,sDrive 18i,4.0,150 bhp
1496 cc,4.0,FWD,Manual,Petrol,"2NR-FE ,Gasoline, 4 Cylin",4.0,88.7 bhp
1498 cc,4.0,FWD,Automatic,Petrol,VTi-TECH,4.0,108.49 bhp
998 cc,3.0,FWD,Manual,Petrol,K Series Petrol Engine,4.0,66.1 bhp
1197 cc,4.0,FWD,Automatic,Petrol,1.2L K-Series Dual Jet,4.0,88.5 bhp
1968 cc,4.0,AWD,Automatic,Diesel,TDI Diesel Engine,4.0,184 bhp
1198 cc,3.0,Two Wheel Drive,Manual,Petrol,In-Line Engine,4.0,73.9 bhp
1198 cc,3.0,2 WD,Manual,Petrol,In-Line Engine,0.0,
1197 cc,4.0,,Manual,Petrol,K Series Dual jet,4.0,88.50 bhp
999 cc,3.0,,Manual,Petrol,HRA0 1.0 TURBO PETROL,4.0,98.63 bhp
1199 cc,4.0,FWD,Manual,Petrol,SMARTECH Petrol Engine,4.0,82.4 bhp
1298 cc,4.0,4WD,Manual,Petrol,G13BB MPFI Gasoline Engin,4.0,80 bhp
2179 cc,4.0,RWD,Manual,Diesel,mHawk Diesel Engine,4.0,120 bhp
1451 cc,4.0,FWD,Automatic,Petrol,1.5 L Turbocharged Intercooled,4.0,141.04 bhp
2184 cc,4.0,RWD,Manual,Diesel,2.2L mHawk,4.0,150 bhp
2694 cc,4.0,RWD,Automatic,Petrol,2-TR-FE Dual VVT-i Engine,4.0,163.7 bhp
999 cc,3.0,FWD,Automatic,Petrol,1.0 HRA0 TURBO,4.0,99 bhp
998 cc,3.0,FWD,Manual,CNG,K Series Petrol Engine,4.0,58.3 bhp
1197 cc,4.0,FWD,Manual,Petrol,1.2L K-Series Dual Jet,4.0,88.5 bhp
1197 cc,4.0,FWD,Manual,Petrol,"1.2L Dual Jet, Dual VVT",4.0,88.50 bhp
1794 cc,4.0,,Manual,Petrol,In-Line Engine,4.0,
2179 cc,4.0,RWD,Manual,Diesel,mHawk Diesel Engine,4.0,140 bhp
1995 cc,4.0,2WD,Automatic,Diesel,e-VGT Diesel Engine,4.0,183 bhp
,,FWD,Automatic,Electric,,,
1998 cc,4.0,FWD,Automatic,Petrol,Petrol Engine,4.0,189 bhp
,,FWD,Automatic,Electric,,,201 bhp
,,FWD,Automatic,Electric,,,147.51 bhp
1248 cc,4.0,FWD,Manual,Diesel,SMARTECH Diesel Engine,4.0,74 bhp
998 cc,3.0,FWD,Manual,CNG,K Series Petrol Engine,4.0,67.1 bhp
2354 cc,4.0,FWD,Manual,Petrol,DOHC i-VTEC,4.0,177.6 bhp
1199 cc,3.0,,Manual,Petrol,1.2 l Revotron Engine,4.0,86.63 bhp
1368 cc,4.0,FWD,Manual,Petrol,Kappa Dual VTVT Petrol En,4.0,98.6 bhp
2199 cc,4.0,FWD,Automatic,Diesel,CRDi Diesel Engine,4.0,194.3 bhp
1199 cc,3.0,FWD,Automatic,Petrol,1.2 L REVOTRON,4.0,118 bhp
1984 cc,4.0,FWD,Automatic,Diesel,Diesel Engine,4.0,174.5 bhp
1498 cc,4.0,FWD,Automatic,Petrol,1.5L TSI Petrol,4.0,147.51 bhp
1462 cc,4.0,FWD,Automatic,Petrol,K15B,4.0,101.64 bhp
1498 cc,4.0,FWD,Manual,Petrol,1.5 H4K Petrol,4.0,104.55 bhp
2967 cc,4.0,AWD,Automatic,Petrol,2.0 litre 4-cylinder in-l,4.0,248 bhp
1197 cc,4.0,FWD,Manual,Petrol,Petrol Engine,4.0,88.50 bhp
995 cc,4.0,FWD,Manual,Petrol,In-Line Engine,2.0,62 bhp
1498 cc,4.0,2WD,Manual,Petrol,VTi-TECH,4.0,108.49 bhp
1817 cc,4.0,,Manual,Petrol,In-Line Engine,0.0,
1995 cc,,RWD,Automatic,Diesel,,,190 bhp
1462 cc,4.0,FWD,Manual,Petrol,K15B,4.0,101.64 bhp
1995 cc,4.0,AWD,Automatic,Diesel,,4.0,187.74 bhp
,4.0,FWD,Automatic,Petrol,1.2 l Kappa,4.0,
2487 cc,4.0,RWD,Automatic,Petrol,2AR-FXE,4.0,175.67 bhp
1493 cc,4.0,,Manual,Diesel,1.5 L U2 CRDi Diesel,4.0,113.98 bhp
1991 cc,4.0,RWD,Automatic,Petrol,In-Line 4 Cylinder Petrol Engine,4.0,194.44 bhp
1086 cc,4.0,,Manual,CNG,,4.0,
1462 cc,4.0,AWD,Manual,Petrol,1.5L K Series,4.0,101.64 bhp
,,,Automatic,Electric,,,141.04 bhp
1332 cc,4.0,FWD,Automatic,Petrol,L4 200,4.0,160.92 bhp
2143 cc,4.0,FWD,Automatic,Diesel,In Line Diesel Engine,4.0,134.1 bhp
2694 cc,4.0,RWD,Automatic,Petrol,Dual VVTi Petrol Engine,4.0,163.7 bhp
1332 cc,4.0,2WD,Automatic,Petrol,1.3L M282 Turbocharged I4,4.0,160.92 bhp
1984 cc,,,Automatic,Petrol,,,241.3 bhp
2999 cc,6.0,AWD,Manual,Petrol,3.0-litre L6 in-line engine,4.0,429.12 bhp
1496 cc,3.0,FWD,Automatic,Petrol,Ti-VCT Petrol Engine,4.0,120.69 bhp
2143 cc,4.0,2WD,Automatic,Diesel,2.2-litre Diesel Engine,4.0,136 bhp
1995 cc,4.0,4WD,Automatic,Diesel,TwinPower Turbo 4-cylinder engine,4.0,187.74 bhp
1998 cc,4.0,AWD,Automatic,Petrol,TwinPower Turbo 4-cylinder engine,4.0,248.08 bhp
1999 cc,4.0,4WD,Automatic,Petrol,Si4 Petrol Engine,4.0,177 bhp
1995 cc,4.0,RWD,Automatic,Diesel,TwinPower Turbo 4 Cylinde,4.0,190 bhp
998 cc,3.0,FWD,Manual,Petrol,K 10B Petrol Engine,4.0,67.04 bhp
1984 cc,4.0,AWD,Automatic,Petrol,Twin-Turbocharged Engine,4.0,261.49 bhp
1086 cc,4.0,,Manual,Petrol,1.1 litre Petrol Engine,3.0,68 bhp
1998 cc,4.0,AWD,Automatic,Petrol,,4.0,248.08 bhp
1956 cc,4.0,FWD,Automatic,Diesel,2.0 L Multijet Diesel,4.0,172.35 bhp
1493 cc,4.0,FWD,Automatic,Diesel,1.5L CRDi VGT,4.0,114.41 bhp
1197 cc,4.0,FWD,Manual,Petrol,,4.0,81.86 bhp
2995 cc,4.0,AWD,Automatic,Petrol,TFSI Petrol Engine,4.0,335.25 bhp
1497 cc,4.0,2WD,Automatic,Petrol,1.5 L MPi Petrol,4.0,113.18 bhp
1496 cc,4.0,,Manual,Petrol,Petrol Engine,4.0,88.73 bhp
1991 cc,4.0,AWD,Automatic,Petrol,2.0-litre in line engine,4.0,415.71 bhp
1991 cc,4.0,2WD,Automatic,Petrol,2.0-litre Petrol Engine,4.0,183 bhp
1199 cc,,,Manual,Petrol,,,88.76 bhp
1248 cc,4.0,RWD,Manual,Diesel,SMARTECH Diesel Engine,4.0,73.74 bhp
999 cc,3.0,2WD,Automatic,Petrol,1.0L Petrol Engine,4.0,67 bhp
1196 cc,4.0,RWD,Manual,CNG,In-Line Engine,4.0,61.7 bhp
2755 cc,4.0,4WD,Automatic,Diesel,2.8 L Diesel Engine,4.0,201.15 bhp
2996 cc,6.0,AWD,Automatic,Petrol,V-Type Engine,4.0,333 bhp
1999 cc,4.0,FWD,Manual,Petrol,Nu 2.0 MPi Petrol Engine,4.0,150.19 bhp
1984 cc,4.0,AWD,Automatic,Petrol,2.0L TSI Turbocharged,4.0,201 bhp
2993 cc,4.0,,Automatic,Diesel,,2.0,241 bhp
2179 cc,4.0,4WD,Automatic,Diesel,SD4 Diesel Engine,4.0,187.7 bhp
1498 cc,4.0,2WD,Automatic,Petrol,VTi-TECH,4.0,108.49 bhp
1999 cc,4.0,4WD,Automatic,Diesel,SD4 Diesel Engine,4.0,177 bhp
2993 cc,6.0,AWD,Automatic,Diesel,3.0L TD6 Diesel Engine,4.0,255 bhp
1956 cc,4.0,FWD,Manual,Diesel,2.0 L Multijet Diesel,4.0,167.67 bhp
1999 cc,4.0,,Automatic,Petrol,2.0 l petrol MPi engine,4.0,156.9 bhp
1984 cc,4.0,AWD,Automatic,Petrol,,4.0,187.74 bhp
1462 cc,4.0,,Automatic,Petrol,k-series1.5l,4.0,103.26 bhp
1493 cc,4.0,,Automatic,Diesel,1.5 L U2 CRDi Diesel,4.0,113.45 bhp
1497 cc,4.0,FWD,Manual,Petrol,i-VTEC Engine,4.0,117.3 bhp
1493 cc,4.0,2WD,Manual,Diesel,1.5L CRDi VGT,4.0,114.41 bhp
2987 cc,6.0,AWD,Automatic,Diesel,V-Type Diesel Engine,4.0,254.8 bhp
1493 cc,4.0,FWD,Automatic,Diesel,1.5L CRDi Diesel,4.0,113.42 bhp
1999 cc,4.0,FWD,Automatic,Petrol,Nu 2.0 MPi Petrol Engine,4.0,150.19 bhp
1999 cc,4.0,AWD,Automatic,Diesel,2.0L Ingenium Turbocharged I4(Mild Hybri,4.0,201 bhp
2993 cc,6.0,4WD,Automatic,Diesel,V-Type Engine,4.0,255 bhp
2999 cc,8.0,RWD,Automatic,Diesel,V-Type Diesel Engine,4.0,571 bhp
1498 cc,4.0,,Automatic,Diesel,1.5 l diesel CRDi engine,4.0,113.42 bhp
1482 cc,4.0,FWD,Automatic,Petrol,1.5L TGDI Smartstream,4.0,157.81 bhp
1199 cc,4.0,FWD,Manual,Petrol,SMARTECH Petrol Engine,4.0,76.8 bhp
1199 cc,3.0,FWD,Automatic,Petrol,1.2 l Revotron Engine,4.0,86.63 bhp
1995 cc,4.0,RWD,Automatic,Diesel,sDrive20d Diesel Engine,4.0,184 bhp
1798 cc,4.0,FWD,Automatic,Petrol,1.8TSI Petrol Engine,4.0,177 bhp
1482 cc,4.0,FWD,Automatic,Petrol,Smartstream T-GDi,4.0,157.81 bhp
1797 cc,4.0,FWD,Manual,Petrol,Dual VTVT Petrol Engine,4.0,147.5 bhp
1595 cc,4.0,FWD,Automatic,Petrol,In-Line Petrol Engine,4.0,120.69 bhp
1493 cc,4.0,FWD,Automatic,Diesel,1.5L CRDi VGT,4.0,113.42 bhp
2179 cc,4.0,RWD,Manual,Diesel,mHawk 120 Diesel Engine,4.0,120 bhp
1956 cc,4.0,FWD,Automatic,Diesel,2.0 L Multijet Diesel,4.0,167.67 bhp
2143 cc,4.0,AWD,Automatic,Diesel,Diesel Engine,4.0,170 bhp
1373 cc,4.0,FWD,Manual,CNG,K Series Engine,4.0,80.9 bhp
1999 cc,4.0,4WD,Automatic,Diesel,TD4 Diesel Engine,4.0,177 bhp
1199 cc,3.0,,Automatic,Petrol,1.2l Turbocharged Revotron,4.0,118.35 bhp
1969 cc,4.0,AWD,Automatic,Diesel,Turbo Diesel Engine,4.0,235 bhp
1197 cc,4.0,FWD,Manual,CNG,1.2 L Bi-Fuel,4.0,68 bhp
1956 cc,4.0,FWD,Automatic,Diesel,2.0L Multijet,4.0,168 bhp
1997 cc,4.0,AWD,Automatic,Petrol,2.0L Ingenium Turbocharged I4 MHEV(Mild,4.0,247 bhp
1197 cc,4.0,FWD,Automatic,Petrol,K Series VVT Engine,4.0,83.14 bhp
1798 cc,4.0,FWD,Manual,Petrol,Petrol Engine,4.0,177.46 bhp
998 cc,3.0,,Automatic,Petrol,Kappa 1.0 l turbo GDi,4.0,118.41 bhp
2143 cc,4.0,AWD,Automatic,Diesel,Diesel Engine,4.0,167.6 bhp
2993 cc,6.0,AWD,Automatic,Diesel,TwinPower Turbo Inline 6,4.0,261.49 bhp
2609 cc,4.0,2WD,Manual,Diesel,In-Line Engine,4.0,
2179 cc,4.0,4WD,Automatic,Diesel,SD4 Diesel Engine,4.0,187.74 bhp
1995 cc,4.0,2WD,Manual,Diesel,e- VGT R 2.0 Diesel,4.0,182.46 bhp
1462 cc,4.0,FWD,Manual,CNG,K15B,4.0,91.19 bhp
1353 cc,4.0,2WD,Manual,Petrol,Smartstream G1.5,4.0,113.42 bhp
,,,Automatic,Electric,Electric,,140.8 bhp
2143 cc,4.0,Rear Wheel Drive with ESP,Automatic,Diesel,4-in-line,4.0,203 bhp
1991 cc,4.0,AWD,Automatic,Petrol,Petrol Engine,4.0,355.4 bhp
2157 cc,4.0,4WD,Automatic,Diesel,D22DTR,4.0,178.49 bhp
2198 cc,4.0,FWD,Manual,Diesel,2.2 L Turbo Diesel,4.0,182.38 bhp
,,FWD,Automatic,Electric,,,134 bhp
2143 cc,4.0,AWD,Automatic,Diesel,Diesel Engine,4.0,203.2 bhp
2477 cc,4.0,RWD,Automatic,Diesel,DI-Diesel Engine,4.0,175.56 bhp
1991 cc,4.0,RWD,Automatic,Petrol,In-Line Petrol Engine,4.0,181.03 bhp
1199 cc,3.0,2WD,Automatic,Petrol,1.2 l Revotron Engine,4.0,86.63 bhp
1995 cc,4.0,,Automatic,Diesel,In-Line Engine,4.0,181 bhp
1999 cc,4.0,RWD,Automatic,Petrol,Petrol Engine,4.0,197.13 bhp
1197 cc,4.0,FWD,Manual,Petrol,Petrol Engine,4.0,78.8 bhp
,,RWD,Automatic,Electric,,,228 bhp
1482 cc,4.0,FWD,Automatic,Petrol,1.5 T-GDi Petrol,4.0,158 bhp
1597 cc,4.0,4WD,Automatic,Diesel,i-DTEC Diesel Engine,4.0,118.3 bhp
1482 cc,4.0,FWD,Automatic,Petrol,1.5L T-GDi,4.0,157.57 bhp
2199 cc,4.0,2WD,Automatic,Diesel,2.2L VGT Diesel Engine,4.0,197.2 bhp
1995 cc,4.0,,Automatic,Diesel,,4.0,182.37 bhp
1493 cc,4.0,2WD,Automatic,Diesel,1.5l CRDi VGT,4.0,114.41 bhp
1991 cc,4.0,AWD,Automatic,Petrol,AMG 35 4MATIC,4.0,301.73 bhp
1196 cc,4.0,FWD,Manual,Petrol,Duratec Petrol Engine,4.0,70.02 bhp
1198 cc,4.0,FWD,Manual,Petrol,SOHC i-VTEC,4.0,86.8 bhp
998 cc,3.0,FWD,Manual,Petrol,Kappa Engine,4.0,68.05 bhp
2179 cc,4.0,FWD,Manual,Diesel,mHawk Diesel Engine,4.0,120 bhp
1586 cc,4.0,FWD,Manual,Petrol,VVT Petrol Engine,4.0,103.2 bhp
998 cc,3.0,FWD,Automatic,Petrol,Smartstream G1.0 TGDi,4.0,118 bhp
1197 cc,4.0,,Automatic,Petrol,1.2 l Kappa petrol,4.0,86.76 bhp
1197 cc,4.0,FWD,Automatic,Petrol,Petrol Engine,4.0,81.80 bhp
4999 cc,8.0,4WD,Automatic,Petrol,V-Type Engine,4.0,517.63 bhp
3982 cc,8.0,AWD,Automatic,Petrol,4.0-litre petrol,4.0,549.81 bhp
2987 cc,6.0,AWD,Automatic,Diesel,V Type Engine,4.0,254.79 bhp
2998 cc,6.0,AWD,Automatic,Diesel,3.0 L 6-cylinder,4.0,345.98 bhp
3982 cc,8.0,AWD,Automatic,Petrol,V8,4.0,496.17 bhp
1956 cc,4.0,4WD,Automatic,Diesel,2.0L Multijet,4.0,168 bhp
,4.0,2WD,Automatic,Petrol,SmartStream G1.5 T-GDi,4.0,
1298 cc,4.0,2 WD,Manual,Petrol,In-Line Engine,4.0,85.8 bhp
1582 cc,4.0,FWD,Automatic,Diesel,U2 VGT Diesel Engine,4.0,126.2 bhp
1968 cc,4.0,FWD,Automatic,Diesel,Diesel Engine,4.0,138.08 bhp
1497 cc,4.0,,Automatic,Diesel,1.5L Turbo Diesel with CRDi,4.0,115.05 bhp
2179 cc,4.0,,Automatic,Diesel,2.2 LTR. VARICOR 400,4.0,153.86 bhp
1197 cc,3.0,FWD,Automatic,Petrol,mStallion (TCMPFi) engine,4.0,109.96 bhp
1462 cc,4.0,2WD,Manual,CNG,K15C,4.0,86.63 bhp
1956 cc,4.0,FWD,Automatic,Diesel,2.0 L Multijet II Diesel,4.0,168 bhp
1996 cc,4.0,4WD,Automatic,Diesel,EcoBlue engine,4.0,167.62 bhp
1462 cc,4.0,4WD,Automatic,Petrol,K15B,4.0,103 bhp
1461 cc,4.0,FWD,Manual,Diesel,K9K Diesel Engine,4.0,108.5 bhp
1493 cc,3.0,RWD,Manual,Diesel,mHawk Diesel Engine,4.0,100 bhp
2993 cc,6.0,RWD,Automatic,Diesel,Diesel S Engine,4.0,270.9 bhp
1399 cc,4.0,2WD,Manual,Diesel,Duratorq,2.0,67 bhp
2993 cc,6.0,RWD,Automatic,Diesel,B57 turbo I6,4.0,375.48 bhp
1373 cc,4.0,FWD,Manual,CNG,K14B Petrol Engine,4.0,80.46 bhp
1995 cc,4.0,4WD,Automatic,Petrol,2.0L Gme T4 Di,4.0,268.20 bhp
998 cc,3.0,FWD,Manual,Petrol,Smartstream G1.0 T-GDi,4.0,118 bhp
1598 cc,4.0,FWD,Manual,Petrol,K4M Petrol Engine,4.0,102.5 bhp
1493 cc,4.0,FWD,Manual,Diesel,1.5L CRDi VGT,4.0,114 bhp
1199 cc,4.0,,Manual,Petrol,i-VTEC,4.0,88.50 bhp
1496 cc,3.0,FWD,Manual,Petrol,Ti-VCT Petrol Engine,4.0,120.69 bhp
1196 cc,4.0,FWD,Manual,Petrol,Ti VCT Petrol Engine,4.0,86.8 bhp
1197 cc,4.0,,Manual,Petrol,,4.0,
1198 cc,4.0,Two Wheel Drive,Manual,Petrol,SOHC i-VTEC,4.0,
1998 cc,4.0,FWD,Automatic,Petrol,,4.0,189.08 bhp
2393 cc,4.0,RWD,Manual,Diesel,2.4L Diesel Engine,4.0,147.51 bhp
1197 cc,3.0,FWD,Manual,Petrol,Z12E,4.0,80.46 bhp
1197 cc,4.0,,Manual,Petrol,1.2 l Kappa dual petrol,4.0,81.86 bhp
1995 cc,4.0,4WD,Automatic,Diesel,e- VGT R 2.0 Diesel,4.0,182.46 bhp
1968 cc,4.0,FWD,Automatic,Diesel,Diesel Engine,4.0,174.5 bhp
1999 cc,4.0,FWD,Automatic,Petrol,Nu 2.0 MPi Petrol Engine,4.0,149.92 bhp
2993 cc,6.0,AWD,Automatic,Diesel,TwinPower Turbo 6-cylinder engine,4.0,261.50 bhp
1198 cc,3.0,FWD,Manual,Petrol,Petrol Engine,4.0,67.06 bhp
1197 cc,4.0,FWD,Manual,Petrol,Kappa Dual VTVT Petrol En,4.0,82.9 bhp
1197 cc,4.0,2 WD,Manual,Petrol,In-Line Engine,4.0,85.8 bhp
1490 cc,3.0,FWD,Automatic,Petrol,M15D-FXE,4.0,91.18 bhp
1197 cc,4.0,,Automatic,Petrol,1.2 L Petrol Engine,4.0,88.50 bhp
998 cc,3.0,FWD,Manual,CNG,K Series Petrol Engine,4.0,58.2 bhp
2199 cc,4.0,AWD,Automatic,Diesel,CRDi Diesel Engine,4.0,194.3 bhp
2987 cc,6.0,All Wheel Drive,Automatic,Diesel,V6 Diesel Engine,4.0,261 bhp
1451 cc,4.0,FWD,Manual,Petrol,1.5L Turbocharged Intercooled,4.0,141.04 bhp
1985 cc,5.0,All Wheel Drive,Automatic,Diesel,Five Cylinder Turbo Charg,4.0,163 bhp
2400 cc,5.0,AWD,Automatic,Diesel,Diesel Engine,4.0,190 bhp
2993 cc,6.0,,Automatic,Diesel,3.0 LITRE V6 DIESEL LWB,4.0,271.2 bhp
1462 cc,4.0,,Automatic,Petrol,K15C Smart Hybrid,4.0,101.65 bhp
2967 cc,6.0,AWD,Automatic,Diesel,V-Type Engine,4.0,246.7 bhp
2894 cc,6.0,AWD,Automatic,Petrol,V6,4.0,443.87 bhp
1984 cc,4.0,FWD,Automatic,Petrol,2.0L TSI,4.0,261 bhp
4461 cc,8.0,4WD,Automatic,Petrol,V-Type Engine,4.0,
2755 cc,4.0,4X2,Automatic,Diesel,2.8 L Diesel engine,4.0,201.15 bhp
2995 cc,6.0,AWD,Automatic,Petrol,V6 petrol engine,4.0,
1199 cc,3.0,FWD,Automatic,Petrol,1.2 L Revotron,4.0,85 bhp
998 cc,3.0,,Manual,CNG,K10C,4.0,55.92 bhp
1493 cc,4.0,,Automatic,Diesel,1.5 l diesel CRDi engine,4.0,113.42 bhp
1991 cc,4.0,RWD,Automatic,Petrol,In-Line Engine,4.0,181.03 bhp
2996 cc,6.0,AWD,Automatic,Petrol,V Type Engine,4.0,328.55 bhp
1197 cc,4.0,FWD,Automatic,Petrol,1.2L Kappa Dual VTVT Petr,4.0,81.86 bhp
1497 cc,4.0,FWD,Automatic,Petrol,SOHC i-VTEC,4.0,116.4 bhp
1498 cc,4.0,FWD,Manual,Diesel,1.5 litre Diesel Engine,4.0,98.63 bhp
1197 cc,4.0,FWD,Automatic,Petrol,TSI Petrol Engine,4.0,103.6 bhp
1330 cc,4.0,FWD,Manual,Petrol,1.3L Turbo Petrol Engine,4.0,153.866 bhp
1498 cc,4.0,FWD,Manual,Diesel,TDI Diesel Engine,4.0,88.8 bhp
1493 cc,4.0,FWD,Manual,Diesel,1.5L CRDi VGT,4.0,114.41 bhp
999 cc,4.0,FWD,Manual,Petrol,Kappa 1.0 L Turbo GDi Petrol,4.0,118.35 bhp
1197 cc,4.0,,Automatic,Petrol,K12N,4.0,88.50 bhp
936 cc,3.0,FWD,Manual,Diesel,SMARTECH Diesel Engine,4.0,56.3 bhp
1196 cc,4.0,,Manual,Petrol,G12B,4.0,72.41 bhp
2523 cc,4.0,RWD,Manual,Diesel,m2DiCR 4 Cyl 2.5L,4.0,65.03 bhp
796 cc,3.0,FWD,Manual,CNG,F8D Engine,4.0,47.3 bhp
998 cc,3.0,FWD,Manual,Petrol,K10B Petrol Engine,4.0,67 bhp
1498 cc,4.0,FWD,Manual,Petrol,1.5 L TSI Petrol,4.0,147.52 bhp
,,FWD,Automatic,Electric,,,56.21 bhp
1995 cc,4.0,AWD,Automatic,Diesel,TwinPower Turbo 4-cylinder engine,4.0,187.7 bhp
1461 cc,4.0,AWD,Manual,Diesel,dCi THP Diesel Engine,4.0,108.45 bhp
2179 cc,4.0,RWD,Manual,Diesel,DICOR Engine,4.0,138.03 bhp
1582 cc,4.0,FWD,Automatic,Diesel,VGT Diesel Engine,4.0,126.24 bhp
1582 cc,4.0,FWD,Manual,Diesel,U2 VGT CRDi Diesel Engine,4.0,126.2 bhp
1364 cc,4.0,FWD,Manual,Diesel,D-4D Diesel Engine,2.0,67.06 bhp
1498 cc,4.0,FWD,Manual,Petrol,HR15 Petrol Engine,4.0,97.6 bhp
1497 cc,4.0,FWD,Automatic,Diesel,1.5L Turbocharged Revotorq,4.0,113.31 bhp
1364 cc,4.0,FWD,Manual,Diesel,D-4D Diesel Engine,2.0,67.05 bhp
1248 cc,4.0,FWD,Manual,Diesel,Quadrajet Engine,4.0,88.7 bhp
1493 cc,4.0,FWD,Manual,Diesel,1.5L U2 CRDi,4.0,114 bhp
1150 cc,4.0,FWD,Manual,Petrol,In-Line Engine,2.0,
1248 cc,4.0,FWD,Manual,Diesel,Diesel,4.0,73.9 bhp
1199 cc,3.0,FWD,Manual,Petrol,1.2 L REVOTRON,4.0,118 bhp
999 cc,3.0,FWD,Automatic,Petrol,1.0L Energy,4.0,71 bhp
1198 cc,3.0,FWD,Manual,Petrol,Naturally Aspirated 12V,4.0,67.05 bhp
1086 cc,3.0,FWD,Manual,CNG,Bifuel Engine,4.0,62.1 bhp
1086 cc,4.0,FWD,Automatic,Petrol,1.1 L Petrol,3.0,68.05 bhp
1999 cc,4.0,FWD,Manual,Petrol,Nu 2.0 MPi Petrol Engine,4.0,149.92 bhp
1197 cc,3.0,FWD,Automatic,Petrol,TCMPFi,4.0,108.62 bhp
1498 cc,4.0,FWD,Manual,Petrol,H4K Petrol Engine,4.0,104.5 bhp
,,,Automatic,Electric,,,73.75 bhp
2179 cc,4.0,2 WD,Manual,Diesel,In-Line Engine,4.0,120 bhp
2523 cc,4.0,FWD,Manual,Diesel,m2DiCR Engine,4.0,75 bhp
2982 cc,4.0,4WD,Automatic,Diesel,D-4D Diesel Engine,4.0,168.5 bhp
1199 cc,3.0,,Manual,CNG,1.2 L i-CNG,4.0,72 bhp
2499 cc,4.0,2WD,Manual,Diesel,In-Line Engine,0.0,
2179 cc,4.0,RWD,Manual,Diesel,VTT VARICOR Diesel Engine,4.0,153.86 bhp
2179 cc,4.0,FWD,Manual,Diesel,VTT VariCOR Diesel Engine,4.0,138.1 bhp
1995 cc,4.0,RWD,Automatic,Diesel,Diesel Engine,4.0,218 bhp
1498 cc,4.0,,Automatic,Petrol,water cooled inline 4 cylinder,4.0,96.55 bhp
999 cc,4.0,FWD,Automatic,Petrol,TSI Petrol Engine,4.0,108.62 bhp
1997 cc,4.0,2WD,Automatic,Diesel,R 2.0 Diesel,4.0,183.72 bhp
2393 cc,4.0,,Manual,Diesel,,4.0,147.51 bhp
1194 cc,3.0,FWD,Manual,Petrol,1.2 litre Petrol Engine,4.0,94.93 bhp
1197 cc,4.0,,Manual,CNG,1.2 Kapa dual VTVT bi-fuel,4.0,65.39 bhp
1997 cc,4.0,,Manual,Petrol,,4.0,
1497 cc,4.0,FWD,Automatic,Petrol,In-Line Engine,2.0,
1086 cc,4.0,FWD,Manual,CNG,1.1 L Bi-Fuel,3.0,59.17 bhp
